original_text,augmented_text,similarity
मेडम वो EVM वाले ट्वीट कितने बजे से करना है या इस बार Toolkit में कुछ और है,ईवीएम से tweet करने के लिए कितने घंटे या इस बार उपकरण किट में कुछ और है,0.99848634
ये तो कमाल ही कर दिया and ने या तो आप ने गलती करी या आप जनता को बेवकूफ़ समझते हैं,तो यह अद्भुत है और या तो आप एक गलती कर दिया है या आप लोगों को मूर्ख समझते हैं,0.99885
तो गोवा का नाम गांव होता । एक बात तो है मोदी जी के होते हुए कॉमेडी की कमी जिंदगी में कभी महसूस नहीं होती । आपकी लोगों की क्या राय है,गोवा को गांव कहा जाता था। एक बात यह है कि मॉदी की कमी को उनके जीवन में कभी महसूस नहीं किया गया है। आपकी जनता का क्या विचार है?,0.99858385
बीजेपी प्रवक्ता जैसे व्यक्ति को जिन्ना हिंदूमुस्लिम मस्जिद हिजाब पर आना पड़ जाए तो इनकी बौखलाहट और निराशा पता चलती है सपा नेता,यदि किसी प्रवक्ता की भांति किसी व्यक्ति को हिजबुल्लाह के जिन्ना हिंदू मुस्लिम मस्जिद में आना पड़ता है तो सभा के नेता द्वारा उनकी परेशानी और निराशा प्रकट हो जाती है।,0.9981582
अबे कहाँ भाग बे चोर दिल्ली की कालोनियों में बह रहा है नालियों का पानी और दिल्ली की जनता मचा रही है शोर जबकि दिल्ली का CM गोआ पंजाब घूम रहा है चोर,जहां दिल्ली के उपनिवेशों में चोर का कुछ भाग आता है वहां नहरों का पानी और दिल्ली के लोग शोर मचा रहे हैं जबकि दिल्ली के CM गोवा पंजाब के चोर के पास जा रहे हैं।,0.9988629
सभी लोगो को पता है कि बीजेपी और आप एक सिक्के के दो पहलू है तहसीन पूनावाला,"सभी जानते हैं कि भाजपा और आपके पास एक सिक्के के दो पक्ष हैं, तेज़िन पूनावाला",0.9989842
मोहल्ला क्लिनिक क्लोज हैं ठेके खुल रहे रोज है,"क्लिनिक बंद हैं, प्रतिदिन संविदाएं खुलती हैं।",0.9981505
अभी तक कुछ लोगों ने ये नहीं साबित कर दिया होगा कि नही सही स्पेलिंग है,अभी तक कुछ लोगों ने यह साबित नहीं किया है कि यह सही spelling नहीं है,0.99812186
अपने पांच साल के कार्यकाल में पुर्तगालियों द्वारा तोड़े गए कितने मंदिर बनवा पाए मुख्यमंत्रीजी अच्छा आप व्यस्थ होंगे सरकार चलाने में अपने विधायकों को रोकने में कि कहीं विपक्ष से न जुड़ जाएं। आपको समय ही नहीं मिला होगा मंदिरों के बारे में सोचने का भी।,"आपके पाँच वर्ष के कार्यकाल के दौरान पुर्तगालियों द्वारा कितने मंदिर बनाए गए? मुख्यमंत्री, आपके लिए यह अच्छा होगा कि आप अपने विधायकों को सरकार के संचालन में विपक्ष में शामिल होने से रोक दें. आपको मंदिरों के बारे में सोचने का समय भी नहीं होगा.",0.9985217
कांग्रेस को चुनाव नतीजों के पहले सता रहा डर जानिए पार्टी उम्मीदवारों को क्यों दिलाई शपथ,कङ्ग्रेस के चुनाव परिणामों से पहले पार्टी के उम्मीदवार ने शपथ क्यों ली थी.,0.99779135
ये मुझे बेईमान बोलता था आज मेरे बगल में बैठा है,आज वे मेरे साथ बैठे रहते थे और मुझे मूर्ख कहते थे।,0.9973948
को देने का एक माध्यम यह भी है कि इसी पार्टी ने दुनिया को यह बताया है कि भारत का और पहचान व हैं Vote For Yogi,इसका एक तरीका यह भी है कि इस पार्टी ने दुनिया को बताया है कि भारत की दूसरी पहचान और वोट फॉर योगी हैं।,0.9993137
भाजपा ने जिस मनोहर पर्रिकर को आदर्श के रूप में स्थापित किया था उसी के विरोधियों को टिकट देकर क्या साबित करना चाहती है पर्रिकर के सभी समर्थक भाजपा से किनारे होते जा रहे हैं।,भाजपा मानोहर परिरकर के विरोधियों को टिकट देकर यह सिद्ध करना चाहता है कि सभी परिरकर समर्थक भाजपा से हट रहे हैं।,0.99895185
गोवा में भाजपा ने साल राज किया। मैं पूछना चाहता हूं कि इन सालों में भाजपा ने गोवा के लोगों के लिए क्या किया कुछ भी नहीं किया। भाजपा ने सालों में सिर्फ घोटाले किए AAP संयोजक अरविंद केजरीवाल डोना पाउला गोवा,मैं यह पूछना चाहता हूं कि भाजपा ने इन वर्षों में गोवा के लोगों के लिए क्या किया है। भाजपा ने वर्षों में ही धोखा दिया है।,0.9987424
इसी से अंदाजा लगाया जा सकता है में और की क्या हालत हैजब लगी फटने तो खैरात लगी बटने नोट ये तो वो नमूने है जो बढ़ती महंगाई को विकास बताते थे,"यह है कैसे हम भविष्य में क्या होने जा रहा है आकलन कर सकते हैं। जब बबल फटता है, ये है दान बटन। ये नमूने हैं कि बढ़ती मुद्रास्फीति को विकास के रूप में वर्णन करने के लिए प्रयोग किया जाता है।",0.9978671
जो राम को लाएं हैं हम उनको लाएंगे Vote For BJP,"चलो राम ले, चलो उसे ले, चलो भाजपा के लिए मतदान करें",0.9973144
jab doobna thay hai toh Calangute ya Vasco koi farak nahi padtha,इसके बदले में यह भी कहें कि मैं वास्को को प्यार से प्यार करता हूँ।,0.9923479
दिल्ली से जूझ रहा है और केजरीवाल गोवा पंजाब और यूपी में लगे हुए है सत्ता की लालच में अन्ना आंदोलन करने वाले आज दिल्ली के लोगो को मुसीबत में छोड़कर अपनी राजनिति चमकाने निकले है जबकि दिल्ली के लोगो ने ही इन्हें पहचान दिलाई है।,दिल्ली सामने आ रहा है और केशव रियान गोवा पंजाब और उत्तर प्रदेश में कार्यरत हैं। आज जो सत्ता के लिए आंदोलन कर रहे हैं उन्होंने दिल्ली की जनता को परेशानी में छोड़ दिया है और वे अपने राज्य को गौरवान्वित करने के लिए निकले हैं जबकि दिल्ली की जनता ने उन्हें पहचाना है।,0.9992778
जब गोवा में सत्याग्रहियों पर गोलियां चल रही थीं तो प्रधानमंत्री Nehru ने फौज को भेजने से मना किया PM,जब गोवा में सत्याग्रहियों को गोली मारी जा रही थी तो प्रधानमंत्री नेहरू ने सेना भेजने से इंकार कर दिया।,0.9992757
साहब को गरीबो से इतना प्यार है के वोह देश में गरीबो की सँख्या बढ़ाते जा रहे है जब गरीब बढ़ेंगे तब ही तो साहब गरीबो के लिए कल्याण कारी योजना लाएंगे,साहब गरीबों को इतना प्यार करते हैं कि वे देश में गरीबों की श्रेणी बढ़ा रहे हैं। जब गरीब बढ़ेंगे तो साहब गरीबों के लिए कल्याण योजनाएं लाएंगे।,0.99892336
अबे ७० साल मै रोजगार नही पैदा कर पाए अब करेंगे बस चुनावी जुमलेबाजी है रोजगार की समस्या उन चुनौतियों के लिए जो फ्री मै ही सब चाहते है।आज का युवा आगे बड़ रहा है।स्टार्टअप सबसे ताजा उदहारण हैबंद करो अपनी दुकान,मैं अब 70 साल के लिए रोजगार का सृजन नहीं कर सकता. मैं इसे अब करूंगा. यह सिर्फ चुनाव खेल है. रोजगार की समस्या उन चुनौतियों के लिए है कि हम सभी मुक्त होना चाहते हैं. आज के युवा आगे बढ़ रहे हैं. स्टार्टअप सबसे हाल में उदाहरण है. अपने दुकान खोलें,0.9982334
नेताओ पर ज्यादा विश्वास मत करना जो लोग से पहले अजमेर जाते थे आजकल वो अयोध्या मथुरा और काशी विश्वनाथ जाने लगे है।,आज अज़मेर जाने वाले नेताओं पर भरोसा न करें कि वे अयोध्या मथुरा और काशी विश्वनाथ जा रहे हैं।,0.99909824
गोवा में BJP खुल कर कह रही है कि हमारे MLAs आ गए तब भी हम ही सरकार बनाएंगे हम विधायक खरीद लेंगे इससे ज्यादा बेशर्मी क्या हो सकती है,"गोवा में भाजपा खुले तौर पर कह रही है कि अगर हमारे विधायक भी आयें तो हम सरकार बना लेंगे, हम विधायकों को खरीदेंगे।",0.9986756
ये हवा के बदलाव का इशारा तो नहीं मित्रों Stock Market मंदड़ियों के जाल में फंसा बाजार बिकवाली के तूफान में दिन में इनवेस्टर्स के डूबे लाख करोड़ रुपये,"यह हवा में परिवर्तन का संकेत नहीं है. मित्रो, स्टॉक बाजार बबलों के जाल में फंसा है. विपणन की तूफान में, निवेशकों ने प्रतिदिन करोड़ों रुपये खो दिए हैं.",0.9987716
मशीनें ठीक है या खराब है मार्च को पता चलेगा।,मार्च दिखाएगा कि क्या मशीन अच्छी है या बुरी।,0.9983667
Goa Elections आदित्य ठाकरे बोले भाजपा ने पीठ में छुरा घोंपा शिवसेना गोवा में भविष्य के सभी चुनाव लड़ेगी,चुनाव आदित्य ठाकुर कहते हैं कि भाजपा गोवा में सभी भावी चुनावों से लड़ेगी।,0.99821514
मित्रों ने आगामी की तारीखों का ऐलान कर दिया हैबस अब आप को इतना याद रखना है,"मित्रों ने अगली तिथियों की घोषणा की है, तो अब आपको याद रखना होगा",0.9989606
प्रमोद सावंत बोले गोवा में पर्यटक के रूप में छुट्टी मनाने आए राहुल गांधी कोई भी उन्हें नहीं लेता गंभीरता से,प्रमोद संवंत ने कहा कि राहुल गांधी छुट्टियों को मनाने के लिए पर्यटक के रूप में गोवा आये थे। कोई उन्हें गंभीरता से नहीं मानता।,0.9988494
गोवावासियों सावधानफ्रीफ्री के वादे के साथ लूटेरे हैं तैयारआ रहे हैं साल तक जी भर लूटने का लाइसेंसिंग लेने,गोवा के नागरिक निरंतर सतर्कता से लूट रहे हैं और लूटने के लिए जीवन भर का लाइसेंस लेने के लिए तैयार हैं।,0.9978404
हमारे देश के लोगों को सुविधाएं और फ्री की चीजें चाहिए लेकिन सिर्फ करेंगे हद है,लोगों को हमारी सुविधाओं और निःशुल्क सामान की जरूरत है लेकिन केवल सीमाओं के लिए करेगा,0.99915516
करोड़ नौकरी का वादा कौड़ी का निकला। बेरोजगारो पर पड़ी लाठी बेरोजगारी के आंकड़ो का दम निकला। से शब्दो का मरहम न निकला।,एक करोड़ काम का वायदा एक करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ करोड़ से निकला।,0.99161863
भाजपा झूठ का पिटारा है कॉंग्रेस विकास का ख़ज़ाना है। हाथ का बटन दबायेंगे नफ़रत छोड़ विकास को अपनाएंगे।,"भाजपा झूठी है, पंजाब विकास का खजाना है। वे झूठ छोड़कर विकास को अपनाने के लिए हाथ के बटन दबाएंगे।",0.9984084
लगता है प्रधानमंत्री को बना कर ही छोड़ेंगे।,मुझे लगता है कि वे प्रधानमंत्री को अकेला छोड़ देंगे।,0.9991948
ईमानदारी तो इस खुजली के आगे और पीछे दोनों तरफ से झलकता है दिल्ली जीता पानी और बिजली माफ़ करने के नाम पर तो इस ट्वीट में अटैच्ड बिल खाना का है,"ईमानदारी इस मुहाने के आगे और पीछे दोनों पर प्रतिबिंबित है। दिल्ली क्षमा के नाम पर पानी और बिजली पर रहता है, तो इस ट्विट में खाद्य की संलग्न बिल है",0.9992087
इस बार उंगली की स्याही सीधे संतरों के मुंह की कालिख होगी ।,अंगुली के पट्टी की स्याही इन नारंगी के मुंह पर सीधे होगी।,0.9985438
AAP और TMC को वोट देने का मतलब बीजेपी को वोट देना है। उन्हें वोट दिया तो गोवा लोगों के हाथ से गया,AP और TMC के लिए मत देने का अर्थ है भाजपा के लिए मत देने का। यदि उन्होंने मत दिया तो गोवा लोगों के हाथ में चला गया।,0.99919015
अंधभक्तों अपने तानाशाह से एक सवाल तो कर लो यदि अमित शाह का बेटा जय शाह BCCI का सचिव बन सकता है तो स्वर्गीय मनोहर पर्रिकर का बेटा उत्पल पर्रिकर विधायक क्यों नहीं बन सकता,अगर अमिताभ शाह का बेटा जय शाह बी. सी. आई. सी. की सचिव बन सकता है तो क्या स्वर्गीय मानोहर परिरकर का बेटा उतपाल परिरकर विधायक नहीं बन सकता है?,0.9986501
गोवा में भाजपा ने साल राज किया। मैं पूछना चाहता हूं कि इन सालों में भाजपा ने गोवा के लोगों के लिए क्या किया कुछ भी नहीं किया। भाजपा ने सालों में सिर्फ घोटाले किए AAP संयोजक अरविंद केजरीवाल,भाजपा ने गोवा में एक वर्ष तक शासन किया। मैं यह पूछना चाहता हूं कि भाजपा ने इन वर्षों में गोवा के लोगों के लिए क्या किया है।,0.9990842
हिन्दू वोटर को बांटना क्या यह सेकुलरिज्म है क्या यह आचार चुनाव संहिता का उल्लंघन नहीं है,क्या यह धर्मनिरपेक्षता है कि मत हिन्दुओं को दे दिया जाए या यह आचार संहिता का उल्लंघन नहीं है?,0.9988277
ऐ कलमुंही एवीएम तैयार हों जाओ। सब आरोप बदनामी के तुम पर ही हैं।,"पेन्नूही, तैयार हो जाओ. अपराध का सारा दोष आप पर है.",0.9984665
कसीनो के खिलाफ गोवा में छिड़ी जंग स्थानीय लोगों का कहना यहां साल की लड़कियों को ड्रग्स सेक्स और जुए की लत हर शाम इनकी बोली लगती है,"गोवा के स्थानीय कहते हैं कि इस साल के लड़कियों को हर शाम ड्रग्स, सेक्स और जुगार के बारे में बताया जाता है।",0.9985628
भारत की पवित्र भूमि पर आपके राज्यो का नेतृत्व किनके हाथ हो यह आप निश्चित करेंगे जो संस्कृति सनातन धर्म के साथ है देश उनके साथ है।।,"आप यह तय करेंगे कि किस राज्य ने भारत की पवित्र धरती का नेतृत्व किया है, किस संस्कृति सनातन धर्म के साथ है और किस देश उनके साथ है।",0.99828684
केजरीवाल के तथाकथित वर्ल्ड क्लास स्वास्थ्य सेवा मॉडल की पोल खोल कर उत्तराखंड पंजाब एवं गोवा की जनता को ठगी मे माहिर AAP के बारे मे आगाह करती राष्ट्रीय प्रवक्ता जी,"राष्ट्रीय प्रवक्ता श्री खेराजवाड़ी ने विश्व स्तरीय स्वास्थ्य सेवा मॉडल के सर्वेक्षण का शुभारंभ किया और fraud के लिए जाना जाता है एएपी के बारे में उत्तराखण्ड, पंजाब और गोवा के लोगों को सूचित किया।",0.9968375
हमारे लिए गोवा के लोग VIP हैं। जितनी तेजी से प्रधानमंत्री के लिए हेलीपैड बना उतनी ही तेजी से गोवा में सड़कें बस स्टैंड और अन्य चीजें बनेंगी और आपके सभी काम होंगे AAP संयोजक और दिल्ली के मुख्यमंत्री पणजी गोवा,"गोवा के लोग VIP हैं। जितना जल्दी प्रधानमंत्री के लिए हेलीकॉप्टर बनेंगे, उतना ही तेजी से गोवा में सड़कें, बस स्टैंड और अन्य चीजें बन जायेंगी और आपका सारा काम एएपी समन्वयक और दिल्ली के मुख्यमंत्री, पाणिजी गोवा द्वारा किया जाएगा।",0.99936604
अब बोला जायेगा मित्रों मैं गोवा के बीचों पर लोगों को चाय पिलाया करता था।,"मित्रो, मैं गोवा के बीच चाय पीता था।",0.9984938
बधाई गोवा दिल्ली का ठगअब में भी।,दिल्ली के लिए भी बधाई।,0.9960198
अबकी बार जनता करेगी वार डूबेगी सरकार मिलेगी करारी हार।,"समय, यह लोग युद्ध जीतेंगे और सरकार कर खो जाएगी।",0.9974888
दिल्ली की टूटी और कचरा भरी सड़कों पर चलने वाले भी गाली देते हैं जिन मोहल्लों में शराब की दुकानें खुलवा दीं वो भी गाली देते हैं जो फ्लाईओवर और मेट्रो पूरे नहीं होने से जाम में फँसते हैं वो गाली देते हैं विज्ञापन से क्या क्या छुपाओगे,"दिल्ली की टूटी हुई और कूड़ा भरी सड़कें भी शिकायत करते हैं कि वे पड़ोस में शराब की दुकानें खोली हैं, वे शिकायत करते हैं कि वे जब फ्लीओवर और मेट्रो पूरी नहीं हो जाती हैं, वे शिकायत करते हैं कि वे विज्ञापनों से क्या छिपाएंगे.",0.9986746
बीजेपी काँग्रेस ने दिल्ली को लूट रखा था देश में दिल्ली को स्कैम दिल्ली कहा जाता था केजरीवाल,कांग्रेस ने दिल्ली को लूटा। देश में दिल्ली को 'स्काम दिल्ली' कहा जाता है। कांग्रेस कांग्रेस,0.9981916
केजरीवाल ने गोवा में जाति के आधार पर की मुख्यमंत्री चेहरे की घोषणा। ईमानदार राजनीति की बात करने वाले आम आदमी केजरीवाल अब समाज और जाति पर राजनीति करने लगे है। केजरीवाल झूठ बोलता है।,गोवा में जाति के आधार पर मुख्यमंत्री का चेहरा घोषित किया। सामान्य लोग जो ईमानदार राजनीति के बारे में बात करते हैं अब समाज और जाति पर राजनीति शुरू कर रहे हैं।,0.99937946
से डर गये युवराजकही और पोल खोल ना कर दे ।,राजकुमार से डरकर उसने मतदान नहीं किया।,0.9976772
कांग्रेसबीजेपी भाईभाईदोनो ऐसे जैसे लोग लुगाई में कांग्रेस को वोट देने से पहले सोच लेना भाई,कांग्रेस के लिए मतदान करने से पहले बी.जे.पी. भाई भाईदोनो ऐसे लोगों के बारे में सोचते हैं।,0.9962334
नए शराब के ठेके खुलवाने के लिए अपनी नयी पीढ़ी को नशे में धकेलने के लिए कांटेक्ट,अपने नए पीढ़ी को शराब के नए बोतल खोलने के लिए जोड़ें।,0.9987795
पहले मतदान फिर जलपानआपसे पुनः विनम्र आग्रह हैवोटिंग जाति और धर्म के आधार पर ना करें इसलिए जाट और मुस्लिम आरएलडी और समाजवादी पार्टी को जाति व धर्म के आधार पर वोट न करें।,"मत देने का यह एक बार फिर विनम्र अनुरोध है कि जाति और धर्म के आधार पर मत मत न करें, इसलिए जाति और धर्म के आधार पर मत मत मत न करें।",0.9987681
भ्रष्टाचार से लड़ाई के नाम पर ही तो दिल्ली की सत्ता मिली थी काठ की हांडी हर जगह नहीं चढ़ेगी।,"भ्रष्टाचार के खिलाफ लड़ाई के नाम पर दिल्ली को सत्ता प्रदान की गई थी, लेकिन मेणबत्ती हर जगह नहीं चली जाएगी।",0.9984655
वो गोवा पिकनिक मनाने जाते हैं हम पर्यटन के साथ वहाँ की संस्कृति विरासत और प्रगति पर भी ध्यान रखते हैं,"गो पिकनिक आयोजित किए जाते हैं, हम पर्यटन के साथ-साथ सांस्कृतिक विरासत और प्रगति की देखभाल करते हैं।",0.9986
मुख्यमंत्री प्रमोद सावंत ने कहा कि नेता राहुल गांधी ने एक पर्यटक के रूप में का दौरा किया कोई भी उन्हें गंभीरता से नहीं ले रहा है और इसलिए तटीय राज्य की सरकार की उनकी आलोचना का जवाब देने की कोई जरूरत नहीं है।,"मुख्य मंत्री प्रमोद संवंत ने कहा कि नेता राहुल गांधी एक पर्यटक के रूप में आये थे, कोई उन्हें गंभीरता से नहीं लेता और इसलिए तटवर्ती राज्य की सरकार द्वारा उनकी आलोचना को जवाब देने की कोई जरूरत नहीं है।",0.999707
गृह मंत्री ने में कहा जब जम्मूकश्मीर से अनुच्छेद को हटाने का बिल संसद में पेश किया गया तो विपक्ष के लोग कहते थे कि कश्मीर में खून की नदियां बहेंगी। लेकिन पत्थर तो छोड़ो किसी की कंकड़ मारने तक की हिम्मत नहीं हुई,"जब जम्मू-कश्मीर से इस लेख को हटाने का विधेयक संसद में लाया गया तो विरोधियों ने कहा कि कश्मीर में खूनी नदियाँ होगी, लेकिन वे किसी पर पत्थर फेंकने का साहस नहीं करते थे जब तक कि वे विनष्ट न हो जाएँ।",0.9987378
झूठाअरविन्द केजरीवाल दिल्ली के लोगो का पानीबिजली बिल माफ़ नहीं करते है तो कैसे दूसरे राज्यों के चुनाव में जाकर वादा कर रहे है की वो उस राज्य के लोगो को पानीबिजली बिल माफ़ कर देंगे,"लीरविंद केरथिवाड़ी दिल्ली के लोगों के जल बिल को क्षमा नहीं करते, इसलिए वे अन्य राज्यों के चुनावों में उस राज्य के लोगों के जल बिल को क्षमा करने का वादा करने के लिए कैसे जा रहे हैं?",0.99875945
साल कांग्रेस साल बीजेपी ने गोवा को लूटा बोले अरविंद केजरीवाल हम देंगे ईमानदार सरकार,"कांग्रेस में भाजपा ने गोवा को लूटा, ओरोबिंदो खेलियन कहते हैं, हम एक विश्वसनीय सरकार देंगे।",0.9981708
हापुड़ में सीएम ने कहा चुनाव की घोषणा के बाद जो अपने बिलों से निकलकर बिलबिला रहे हैं इनकी गर्मी मार्च को शांत हो जाएगी,"पुध में CM ने कहा कि चुनाव की घोषणा के बाद, उन लोगों की गर्मी जो अपने बिलों से बाहर निकले हैं, मार्च में ठन्डी हो जाएगी।",0.99867475
शर्म आनी चाहिए एक डूबता हुआ पक्ष एक गिरती हुई पार्टी भी आपको लात मारकर हकाल देती है चल हट alliance,एक गिरती हुई पार्टी को लज्जित होना चाहिए एक गिरती हुई पार्टी आपको हत्या करके भी मार देती है,0.9982153
तिर कमान वसुली पण ध्यान तिर कमान भ्रष्टचार का नया ज्ञान तिर कमान तुटे फुटे काँग्रेस मे जान तिर कमान काका बनाये जायेगा गा प्रधान तिर कमान राऊत दारू का नया डॉन,भ्रष्टाचार और भ्रष्टाचार का नया ज्ञान. भ्रष्टाचार और भ्रष्टाचार का नया विचार. भ्रष्टाचार और भ्रष्टाचार का नया विचार. भ्रष्टाचार और भ्रष्टाचार का नया विचार. भ्रष्टाचार और भ्रष्टाचार का नया विचार.,0.9887076
सारे चोर हैं जी पर GOA में मैं इनसे मिलकर सरकार बना सकता हूँ। पहचान कौन,गॉए पर सभी चोर मैं उनके साथ एक सरकार बना सकता है. कौन पहचानें,0.9989885
यूपी में गजवा ए हिंद का सपना पूरा नहीं होगा Cm Yogi Adityanath,एम. सी. योगी आदित्यनाथ उत्तर प्रदेश में गजवा अहिंद के स्वप्न को पूरा नहीं करेंगे।,0.99765706
जो जितना बड़ा अपराधी वो उतना ही बड़ा समाजवादी,"जितना अपराधी बढ़ता है, उतना समाजवादी बढ़ता है।",0.9970884
यह आग संपूर्ण हिन्दू स्तान में फैल जाएगी। हम देखते रह जाएंगे। और इसी के साथ में की एंट्री नया हिन्दू स्तान मुबारक।,यह सारी हिंदुस्तान में फैल जाएगा. हम देख सकते हैं. और इसके साथ एक नए हिंदुस्तान के प्रवेश की बरकत.,0.99878365
उत्तर प्रदेश उत्तराखंड गोवा से बीजेपी हारेगी तभी मोदी की अक्ल ठिकाने लगेगी,"अगर उत्तराखण्ड गोवा, भाजपा को पराजित करता है तो மோடி का मन ठीक हो जायेगा।",0.9978589
सही तो बोल रहे हैं केजरी चाचा उन्होंने दिल्ली में काम नहीं किया है इसलिए टीवी और प्रिंट मीडिया में दे विज्ञापन दे विज्ञापन देना पड़ रहा है,"तो तुम सही, कासरी चाचा, वे दिल्ली में काम नहीं करते थे, इसलिए उन्हें टी. वी. और प्रिंट मीडिया में विज्ञापन देना है, विज्ञापन देना है, विज्ञापन देना है।",0.99778014
Ground Zero Ke Hero पणजीगोवा गोवा की जनता का वोट दिनदहाड़े डांका दालकर चोरी कर ली गई रणदीप सिंह सुरजेवाला नेता कांग्रेस,गाउन्ड के हेरो गोवा के लोगों के मतों को लूटपाट से चुराया गया।,0.9974653
रूपये में पेट्रोल राजस्थान वालों तुम्हारा तो चुampया कट गया।,राजस्थान के लोगों के लिए रु. घटा दिया गया है।,0.9953377
आज़ाद हो लेकिन गुलाम मानसिकता के गुलाम और अगर नहीं तो बीजेपी को वोट क्यों कर रहे हो l यह देश तुम्हारा भी है सिर्फ चोर लुटेरों का नहीं l,"आजाद हो जाओ, लेकिन गुलाम मानसिकता के गुलाम हैं और अगर नहीं, तो तुम भाजपा के लिए क्यों मतदान कर रहे हो? यह देश सिर्फ चोरों और चोरों के लिए नहीं, आप के लिए है.",0.9987632
छोटे संघी रिचार्ज भाई केजरीवाल जी में संघी माल पानी पर को नुकसान पहुंचाने के लिए चुनाव लड़ने वाली को वोट कटवा पार्टी नहीं तो क्या वोट सटवा पार्टी कहे पैसा संघीयों से लेते हो दावा ईमानदारी सच्चाई का करके आमआदमी बनने का ढोंग करते हो,"छोटे-छोटे पुनर्भरण भाई केवलर्जी जी की यूनियन में, जो पार्टी पानी पर यूनियन माल की क्षति के लिए चुनाव के लिए लड़ती है, वह पार्टी नहीं है जो मतदान करती है. क्या वह पार्टी है जो मतदान करती है और यूनियनों से पैसे लेती है?",0.9967424
पंजाब में स्मार्टफोन घर घर नौकरी तो दे देते पप्पू ऊपर से बेरोजगार युवाओं को भत्ता तक नही दिया वालो मत करना कांग्रेस को वोट सब झूठ बोलता है पप्पू,"पंजाब में स्मार्ट फोन घर-घर काम देते हैं, पोपू ने बेरोजगार युवाओं के लिए भत्ता छोड़ा नहीं है, हम कांग्रेस मत मत मत सभी झूठ पोपू",0.99904585
अब तो चुनाव भी आ गएतुम इटली से कब आओगे,तो चुनाव आ रहे हैं. जब आप इटली से आने जा रहे हैं?,0.99766916
और संघियों में बहुत बुरी हुई है। और चुनाव आसपास है। गाय को मम्मीमम्मी कहें या यम्मी यम्मी,और संघ बहुत बुरा है. और चुनावों के आसपास है. गाय mummy या mummy mummy बुलाएँ.,0.99852
अब कर भी क्या सकते हैं खांसी का इलाज तो मोहल्ला क्लीनिक में हो नहीं पा रहा है।,खांसी के उपचार मोहल्ला क्लिनिक में उपलब्ध नहीं हैं।,0.9982424
